[TILE_MAP]
0	1	9	10	10	10	10	29	30	10	10	10	10	11	0	1	0	1	9	10	10	10	10	10	10	10	10	10	10	11	0	1	0	1	9	10	10	10	10	29	30	10	10	10	10	11	0	1	0	1	9	10	10	10	10	10	10	10	10	10	10	11	0	1	
6	7	9	10	10	10	10	31	32	10	10	10	10	12	6	7	6	7	9	10	10	10	10	10	10	10	10	10	10	12	6	7	6	7	9	10	10	10	10	31	32	10	10	10	10	12	6	7	6	7	9	10	10	10	10	10	10	10	10	10	10	12	6	7	
0	1	2	3	2	3	2	17	17	3	2	3	2	5	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	3	2	3	2	17	17	3	2	3	2	5	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	18	19	19	20	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	22	19	19	23	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	33	34	34	34	34	34	34	34	34	34	34	35	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	24	6	7	6	7	17	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	33	34	34	34	34	34	34	34	34	34	34	35	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	24	0	1	0	1	17	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	36	37	37	37	37	37	37	37	37	37	37	38	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	
6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	25	26	7	6	7	6	7	6	7	6	7	6	7	6	7	6	25	26	7	6	7	6	7	6	7	6	7	6	7	6	7	6	25	26	7	6	7	6	7	6	7	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	
6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	27	28	7	6	7	6	7	6	7	6	7	6	7	6	7	6	27	28	7	6	7	6	7	6	7	6	7	6	7	6	7	6	27	28	7	6	7	6	7	6	7	
0	1	9	10	10	10	10	10	10	10	10	10	10	11	0	1	0	1	9	10	10	10	10	29	30	10	10	10	10	11	0	1	0	1	9	10	10	10	10	29	30	10	10	10	10	11	0	1	0	1	9	10	10	10	10	29	30	10	10	10	10	11	0	1	
6	7	9	10	10	10	10	10	10	10	10	10	10	12	6	7	6	7	9	10	10	10	10	31	32	10	10	10	10	12	6	7	6	7	9	10	10	10	10	31	32	10	10	10	10	12	6	7	6	7	9	10	10	10	10	31	32	10	10	10	10	12	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	13	13	13	13	13	17	17	13	13	13	13	14	0	1	0	1	2	3	2	3	2	17	17	3	2	3	2	5	0	1	0	1	13	13	13	13	13	17	17	13	13	13	13	14	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	21	21	15	15	15	15	16	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	21	21	15	15	15	15	16	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	15	15	15	15	15	21	21	15	15	15	15	16	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	15	15	15	15	15	21	21	15	15	15	15	16	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	21	21	15	15	15	15	16	18	19	19	20	3	2	3	2	3	2	3	2	3	2	3	8	18	19	19	20	15	15	15	15	15	21	21	15	15	15	15	16	18	19	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	15	15	15	15	21	21	21	21	15	15	15	16	22	19	19	23	2	3	2	3	2	3	2	3	2	3	2	5	22	19	19	23	15	21	21	21	21	21	21	21	21	21	21	16	22	19	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	21	21	21	21	21	21	21	24	6	7	6	7	17	2	3	2	3	2	3	2	3	2	3	24	6	7	6	7	17	21	21	21	21	21	21	21	21	21	21	24	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	15	15	15	15	21	21	21	21	21	21	21	24	0	1	0	1	17	3	2	3	2	3	2	3	2	3	2	24	0	1	0	1	17	21	21	21	13	13	13	13	21	21	21	24	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	21	21	21	21	13	13	13	14	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	13	21	21	21	15	15	15	15	21	21	21	14	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	15	15	15	15	15	13	13	13	15	15	15	16	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	15	13	13	13	15	15	15	15	13	13	13	16	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	15	15	15	15	15	15	16	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	15	15	15	15	15	15	16	6	7	
0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	
6	7	6	7	6	7	6	25	26	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	25	26	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	
0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	
6	7	6	7	6	7	6	27	28	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	27	28	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	
0	1	9	10	10	10	10	29	30	10	10	10	10	11	0	1	0	1	9	10	10	10	10	10	10	10	10	10	10	11	0	1	0	1	9	10	10	10	10	29	30	10	10	10	10	11	0	1	0	1	9	10	10	10	10	10	10	10	10	10	10	11	0	1	
6	7	9	10	10	10	10	31	32	10	10	10	10	12	6	7	6	7	9	10	10	10	10	10	10	10	10	10	10	12	6	7	6	7	9	10	10	10	10	31	32	10	10	10	10	12	6	7	6	7	9	10	10	10	10	10	10	10	10	10	10	12	6	7	
0	1	13	13	13	13	13	17	17	13	13	13	13	14	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	13	13	13	13	13	17	17	13	13	13	13	14	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	
6	7	21	21	21	21	21	21	21	15	15	15	15	16	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	21	21	15	15	15	15	16	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	
0	1	21	21	21	21	21	21	21	21	21	15	15	16	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	15	15	15	15	15	21	21	15	21	21	15	16	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	
6	7	21	21	13	13	13	13	13	13	21	15	15	16	18	19	19	20	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	21	21	15	21	21	15	16	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	18	19	
0	1	21	21	15	15	15	15	15	15	21	15	15	16	22	19	19	23	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	21	21	15	15	15	21	21	15	15	15	15	16	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	22	19	
6	7	21	21	21	21	21	21	21	21	21	21	21	24	6	7	6	7	17	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	21	21	15	15	15	21	21	15	15	15	15	16	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	24	6	7	
0	1	21	21	21	21	21	21	21	21	21	21	21	24	0	1	0	1	17	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	15	15	15	15	15	21	21	15	21	21	15	16	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	24	0	1	
6	7	13	13	13	13	13	13	13	13	13	13	13	14	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	21	21	15	21	21	15	16	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	
0	1	15	15	15	15	15	15	15	15	15	15	15	16	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	15	15	15	15	15	21	21	15	15	15	15	16	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	
6	7	15	15	15	15	15	15	15	15	15	15	15	16	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	21	21	15	15	15	15	16	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	
6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	25	26	7	6	7	6	7	6	7	6	7	6	7	6	7	6	25	26	7	6	7	6	7	6	7	6	7	6	7	6	7	6	25	26	7	6	7	6	7	6	7	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	0	1	0	1	0	1	0	25	26	1	0	1	0	1	0	1	
6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	27	28	7	6	7	6	7	6	7	6	7	6	7	6	7	6	27	28	7	6	7	6	7	6	7	6	7	6	7	6	7	6	27	28	7	6	7	6	7	6	7	
0	1	9	10	10	10	10	10	10	10	10	10	10	11	0	1	0	1	9	10	10	10	10	29	30	10	10	10	10	11	0	1	0	1	9	10	10	10	10	29	30	10	10	10	10	11	0	1	0	1	9	10	10	10	10	29	30	10	10	10	10	11	0	1	
6	7	9	10	10	10	10	10	10	10	10	10	10	12	6	7	6	7	9	10	10	10	10	31	32	10	10	10	10	12	6	7	6	7	9	10	10	10	10	31	32	10	10	10	10	12	6	7	6	7	9	10	10	10	10	31	32	10	10	10	10	12	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	3	2	3	2	17	17	3	2	3	2	5	0	1	0	1	2	3	2	4	2	17	17	3	2	3	2	5	0	1	0	1	13	13	13	13	13	17	17	13	13	13	13	14	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	21	21	15	15	15	15	16	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	4	2	3	2	3	2	4	2	4	2	5	0	1	0	1	15	15	15	15	15	21	21	15	15	15	15	16	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	18	19	19	20	3	2	3	2	3	2	3	2	3	2	3	8	18	19	19	20	3	2	3	2	3	2	3	2	3	2	3	8	18	19	19	20	15	15	15	15	15	21	21	15	15	15	15	16	18	19	
0	1	2	3	2	3	39	40	41	3	2	3	2	5	22	19	19	23	2	3	2	3	2	3	2	3	2	3	2	5	22	19	19	23	2	3	2	4	2	3	2	3	2	3	2	5	22	19	19	23	15	21	21	21	21	21	21	21	21	21	21	16	22	19	
6	7	3	2	3	2	42	43	44	2	3	2	3	24	6	7	6	7	17	2	3	2	3	2	3	2	3	2	3	24	6	7	6	7	17	2	3	2	3	2	3	2	3	2	3	24	6	7	6	7	17	21	21	21	21	21	21	21	21	21	21	24	6	7	
0	1	2	3	2	3	45	46	47	3	2	3	2	24	0	1	0	1	17	3	2	3	2	3	2	3	2	3	2	24	0	1	0	1	17	3	2	3	2	4	2	4	2	3	2	24	0	1	0	1	17	21	21	21	13	13	13	13	21	21	21	24	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	13	21	21	21	15	15	15	15	21	21	21	14	6	7	
0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	3	2	3	2	3	2	3	2	3	2	5	0	1	0	1	2	4	2	3	2	3	2	3	2	4	2	5	0	1	0	1	15	13	13	13	15	15	15	15	13	13	13	16	0	1	
6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	3	2	3	2	3	2	3	2	3	2	3	8	6	7	6	7	15	15	15	15	15	15	15	15	15	15	15	16	6	7	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	
6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	
6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	6	7	
[OBJECTS]
#OHSOPHIA
20	112	1408	20
#AUTORUNPORTAL
# type	l	t	ani_set_id	r	b	targetX	targetY
60	224	1392	0	240	1424	480	1392
60	272	1392	0	288	1424	32	1392
